"kpi","time_grouping","space_boundary","space_grouping","avg_sites_reporting","est_uncertainty"
441,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 18, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.195022, 5.80172], [-0.193964, 5.799791], [-0.194122, 5.788429], [-0.199498, 5.796038], [-0.195022, 5.80172]]]}}",18,0.981,1
124,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 380, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.17053, 5.843802], [-0.172235, 5.847173], [-0.160913, 5.851946], [-0.156356, 5.850502], [-0.156347, 5.850483], [-0.15605, 5.849658], [-0.155836, 5.848807], [-0.155706, 5.847939], [-0.155663, 5.847064], [-0.155706, 5.846188], [-0.155836, 5.84532], [-0.15605, 5.844469], [-0.156347, 5.843644], [-0.156724, 5.842851], [-0.157177, 5.842099], [-0.157702, 5.841394], [-0.158294, 5.840744], [-0.158947, 5.840156], [-0.159656, 5.839633], [-0.160412, 5.839182], [-0.161209, 5.838807], [-0.162039, 5.838512], [-0.162894, 5.838299], [-0.163766, 5.83817], [-0.164646, 5.838127], [-0.165527, 5.83817], [-0.166399, 5.838299], [-0.166411, 5.838302], [-0.17053, 5.843802]]]}}",380,0.983,1
298,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 427, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.082862, 5.987778], [-0.084895, 5.990115], [-0.072549, 6.000473], [-0.072356, 6.000331], [-0.071703, 5.999742], [-0.071111, 5.999092], [-0.070585, 5.998388], [-0.070132, 5.997636], [-0.069755, 5.996844], [-0.069458, 5.996018], [-0.069244, 5.995168], [-0.069115, 5.9943], [-0.069071, 5.993425], [-0.069115, 5.992549], [-0.069244, 5.991682], [-0.069458, 5.990831], [-0.069755, 5.990006], [-0.070132, 5.989213], [-0.070585, 5.988461], [-0.071111, 5.987757], [-0.071703, 5.987107], [-0.072356, 5.986519], [-0.073064, 5.985996], [-0.07382, 5.985546], [-0.074309, 5.985315], [-0.082862, 5.987778]]]}}",427,0.976,1
35.1,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 70, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.226892, 5.565754], [-0.222891, 5.570772], [-0.219175, 5.571476], [-0.217531, 5.569583], [-0.217232, 5.56882], [-0.21818, 5.564945], [-0.225119, 5.563641], [-0.226892, 5.565754]]]}}",70,0.983,1
250,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 233, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.228927, 5.711076], [-0.229056, 5.710209], [-0.229271, 5.709358], [-0.229568, 5.708532], [-0.229944, 5.707739], [-0.230398, 5.706986], [-0.230923, 5.706282], [-0.231515, 5.705632], [-0.232168, 5.705043], [-0.232876, 5.70452], [-0.233632, 5.704069], [-0.234429, 5.703694], [-0.235259, 5.703399], [-0.236114, 5.703186], [-0.236986, 5.703057], [-0.237867, 5.703014], [-0.238747, 5.703057], [-0.239619, 5.703186], [-0.240475, 5.703399], [-0.241305, 5.703694], [-0.242102, 5.704069], [-0.242858, 5.70452], [-0.243566, 5.705043], [-0.244219, 5.705632], [-0.244811, 5.706282], [-0.245336, 5.706986], [-0.245789, 5.707739], [-0.246166, 5.708532], [-0.246463, 5.709358], [-0.246677, 5.710209], [-0.246807, 5.711076], [-0.24685, 5.711952], [-0.246807, 5.712829], [-0.246677, 5.713696], [-0.246463, 5.714547], [-0.246166, 5.715373], [-0.245789, 5.716166], [-0.245336, 5.716918], [-0.244811, 5.717623], [-0.244219, 5.718273], [-0.243566, 5.718862], [-0.242858, 5.719384], [-0.242102, 5.719835], [-0.241305, 5.72021], [-0.240475, 5.720506], [-0.239619, 5.720719], [-0.238747, 5.720848], [-0.237867, 5.720891], [-0.236986, 5.720848], [-0.236114, 5.720719], [-0.235259, 5.720506], [-0.234429, 5.72021], [-0.233632, 5.719835], [-0.232876, 5.719384], [-0.232168, 5.718862], [-0.231515, 5.718273], [-0.230923, 5.717623], [-0.230398, 5.716918], [-0.229944, 5.716166], [-0.229568, 5.715373], [-0.229271, 5.714547], [-0.229056, 5.713696], [-0.228927, 5.712829], [-0.228884, 5.711952], [-0.228927, 5.711076]]]}}",233,0.967,1
218,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 335, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.14544, 5.657448], [-0.143254, 5.65682], [-0.13541, 5.648955], [-0.135667, 5.64824], [-0.136044, 5.647447], [-0.136497, 5.646694], [-0.137022, 5.64599], [-0.137614, 5.64534], [-0.138267, 5.64475], [-0.138975, 5.644228], [-0.139732, 5.643777], [-0.140528, 5.643402], [-0.141359, 5.643106], [-0.142214, 5.642893], [-0.143086, 5.642764], [-0.143966, 5.642721], [-0.144847, 5.642764], [-0.145719, 5.642893], [-0.145897, 5.642937], [-0.14544, 5.657448]]]}}",335,0.979,1
223,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 429, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.27133, 5.611436], [-0.268595, 5.612224], [-0.264205, 5.607375], [-0.263397, 5.605643], [-0.264347, 5.601771], [-0.272619, 5.607568], [-0.27133, 5.611436]]]}}",429,0.978,1
129,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 426, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.213974, 5.552188], [-0.212421, 5.552822], [-0.211763, 5.55266], [-0.209464, 5.549772], [-0.209472, 5.549489], [-0.209983, 5.54722], [-0.210419, 5.546333], [-0.216445, 5.543086], [-0.213974, 5.552188]]]}}",426,0.853,1
373,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 369, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.343534, 5.556892], [-0.354805, 5.550269], [-0.355084, 5.550644], [-0.355538, 5.551397], [-0.355915, 5.55219], [-0.356212, 5.553016], [-0.356426, 5.553867], [-0.356555, 5.554735], [-0.356598, 5.555612], [-0.356555, 5.556488], [-0.356426, 5.557356], [-0.356212, 5.558207], [-0.355915, 5.559033], [-0.355538, 5.559826], [-0.355084, 5.560579], [-0.354559, 5.561284], [-0.353967, 5.561934], [-0.353314, 5.562523], [-0.352606, 5.563046], [-0.35185, 5.563497], [-0.351053, 5.563872], [-0.350223, 5.564167], [-0.349368, 5.564381], [-0.348496, 5.564509], [-0.347615, 5.564552], [-0.347294, 5.564537], [-0.343534, 5.556892]]]}}",369,0.849,1
277,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 83, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.397514, 5.5243], [-0.387783, 5.51851], [-0.387645, 5.518125], [-0.38743, 5.517273], [-0.387301, 5.516405], [-0.387258, 5.515529], [-0.387301, 5.514653], [-0.38743, 5.513785], [-0.387645, 5.512933], [-0.387942, 5.512107], [-0.388319, 5.511314], [-0.388772, 5.510561], [-0.389297, 5.509857], [-0.389889, 5.509206], [-0.390542, 5.508617], [-0.39125, 5.508094], [-0.392006, 5.507643], [-0.392803, 5.507268], [-0.393633, 5.506972], [-0.394488, 5.506759], [-0.39536, 5.50663], [-0.396241, 5.506587], [-0.397122, 5.50663], [-0.397994, 5.506759], [-0.398849, 5.506972], [-0.399679, 5.507268], [-0.400476, 5.507643], [-0.401232, 5.508094], [-0.40194, 5.508617], [-0.402593, 5.509206], [-0.403185, 5.509857], [-0.40371, 5.510561], [-0.404163, 5.511314], [-0.40454, 5.512107], [-0.404837, 5.512933], [-0.405052, 5.513785], [-0.405181, 5.514653], [-0.405224, 5.515529], [-0.405181, 5.516405], [-0.405052, 5.517273], [-0.404837, 5.518125], [-0.40454, 5.518951], [-0.404163, 5.519744], [-0.40371, 5.520497], [-0.403185, 5.521201], [-0.402593, 5.521852], [-0.40194, 5.522441], [-0.401232, 5.522964], [-0.400476, 5.523415], [-0.399679, 5.52379], [-0.398849, 5.524085], [-0.397994, 5.524299], [-0.397715, 5.52434], [-0.397514, 5.5243]]]}}",83,0.499,1
305,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 461, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.16778, 5.858892], [-0.167176, 5.858733], [-0.160913, 5.851946], [-0.172235, 5.847173], [-0.175571, 5.849908], [-0.175633, 5.850079], [-0.175847, 5.85093], [-0.175976, 5.851797], [-0.17602, 5.852673], [-0.175976, 5.853549], [-0.175847, 5.854417], [-0.175633, 5.855267], [-0.175336, 5.856093], [-0.174959, 5.856886], [-0.174506, 5.857638], [-0.174335, 5.857866], [-0.16778, 5.858892]]]}}",461,0.981,1
388,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 436, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.327009, 5.532541], [-0.31789, 5.5307], [-0.317832, 5.530307], [-0.317788, 5.52943], [-0.317832, 5.528554], [-0.317961, 5.527686], [-0.318175, 5.526835], [-0.318472, 5.526009], [-0.318849, 5.525215], [-0.319302, 5.524463], [-0.319828, 5.523758], [-0.32042, 5.523108], [-0.321073, 5.522519], [-0.321781, 5.521996], [-0.322537, 5.521545], [-0.323334, 5.52117], [-0.324164, 5.520874], [-0.325019, 5.520661], [-0.325891, 5.520532], [-0.326772, 5.520489], [-0.327652, 5.520532], [-0.328524, 5.520661], [-0.329379, 5.520874], [-0.330209, 5.52117], [-0.331006, 5.521545], [-0.331762, 5.521996], [-0.33247, 5.522519], [-0.332799, 5.522815], [-0.327009, 5.532541]]]}}",436,0.982,1
253,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 187, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.270538, 5.542334], [-0.265181, 5.541009], [-0.263765, 5.538998], [-0.274426, 5.53381], [-0.278251, 5.536807], [-0.278328, 5.537114], [-0.278458, 5.537982], [-0.278501, 5.538859], [-0.278458, 5.539735], [-0.278443, 5.539833], [-0.270538, 5.542334]]]}}",187,0.983,1
166,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 236, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.242067, 5.676776], [-0.235256, 5.673624], [-0.235194, 5.673494], [-0.234897, 5.672668], [-0.234683, 5.671817], [-0.234554, 5.670949], [-0.23451, 5.670073], [-0.234554, 5.669197], [-0.234683, 5.668329], [-0.234897, 5.667478], [-0.235194, 5.666652], [-0.235571, 5.665859], [-0.236024, 5.665107], [-0.23655, 5.664402], [-0.237142, 5.663752], [-0.237795, 5.663163], [-0.238503, 5.66264], [-0.239259, 5.662189], [-0.240056, 5.661814], [-0.240886, 5.661519], [-0.241741, 5.661306], [-0.242613, 5.661177], [-0.243494, 5.661134], [-0.244374, 5.661177], [-0.245246, 5.661306], [-0.246101, 5.661519], [-0.246931, 5.661814], [-0.247728, 5.662189], [-0.248484, 5.66264], [-0.249192, 5.663163], [-0.249846, 5.663752], [-0.250438, 5.664402], [-0.250963, 5.665107], [-0.251416, 5.665859], [-0.251793, 5.666652], [-0.25209, 5.667478], [-0.252304, 5.668329], [-0.252433, 5.669197], [-0.252477, 5.670073], [-0.252433, 5.670949], [-0.252304, 5.671817], [-0.25209, 5.672668], [-0.251793, 5.673494], [-0.251416, 5.674287], [-0.250963, 5.675039], [-0.250438, 5.675744], [-0.249846, 5.676394], [-0.249192, 5.676983], [-0.248484, 5.677506], [-0.247728, 5.677957], [-0.246931, 5.678332], [-0.246734, 5.678402], [-0.242067, 5.676776]]]}}",236,0.983,1
15.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 71, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.298133, 5.651812], [-0.296317, 5.652377], [-0.29159, 5.650003], [-0.295258, 5.642957], [-0.296327, 5.642286], [-0.298689, 5.643343], [-0.298133, 5.651812]]]}}",71,0.0626,1
54.7,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 343, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.165736, 5.559601], [-0.15833, 5.564403], [-0.157897, 5.564199], [-0.157141, 5.563748], [-0.156433, 5.563225], [-0.15578, 5.562636], [-0.155188, 5.561986], [-0.154663, 5.561281], [-0.15421, 5.560529], [-0.153833, 5.559736], [-0.153536, 5.558909], [-0.153321, 5.558058], [-0.153192, 5.55719], [-0.153149, 5.556314], [-0.153192, 5.555438], [-0.153321, 5.55457], [-0.153536, 5.553719], [-0.153833, 5.552892], [-0.15421, 5.552099], [-0.154663, 5.551347], [-0.155188, 5.550642], [-0.15578, 5.549992], [-0.156433, 5.549403], [-0.157141, 5.54888], [-0.157897, 5.548429], [-0.158694, 5.548054], [-0.159524, 5.547758], [-0.160379, 5.547545], [-0.161251, 5.547416], [-0.162132, 5.547373], [-0.163013, 5.547416], [-0.163885, 5.547545], [-0.16474, 5.547758], [-0.16557, 5.548054], [-0.166367, 5.548429], [-0.166881, 5.548736], [-0.165736, 5.559601]]]}}",343,0.973,1
325,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 33, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.332696, 5.538498], [-0.318074, 5.540232], [-0.317651, 5.539528], [-0.317274, 5.538735], [-0.316977, 5.537909], [-0.316762, 5.537058], [-0.316633, 5.53619], [-0.31659, 5.535314], [-0.316633, 5.534437], [-0.316762, 5.533569], [-0.316977, 5.532718], [-0.317274, 5.531892], [-0.317651, 5.531099], [-0.31789, 5.5307], [-0.327009, 5.532541], [-0.332696, 5.538498]]]}}",33,0.982,1
337,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 212, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.296318, 5.635597], [-0.295417, 5.636718], [-0.290505, 5.636095], [-0.288176, 5.632293], [-0.293341, 5.626456], [-0.294059, 5.626569], [-0.296745, 5.629506], [-0.296318, 5.635597]]]}}",212,0.978,1
39.6,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 417, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.17251, 5.57523], [-0.172069, 5.575555], [-0.171313, 5.576006], [-0.170516, 5.576381], [-0.169686, 5.576677], [-0.168831, 5.57689], [-0.167959, 5.577019], [-0.167078, 5.577062], [-0.166197, 5.577019], [-0.166163, 5.577014], [-0.158104, 5.5683], [-0.158095, 5.568121], [-0.158138, 5.567245], [-0.158267, 5.566377], [-0.158444, 5.565674], [-0.170305, 5.566341], [-0.17251, 5.57523]]]}}",417,0.952,1
416,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 470, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.205842, 5.786995], [-0.206288, 5.787485], [-0.206813, 5.788189], [-0.207267, 5.788942], [-0.207644, 5.789735], [-0.207941, 5.79056], [-0.208155, 5.791411], [-0.208284, 5.792279], [-0.208313, 5.792872], [-0.199498, 5.796038], [-0.194122, 5.788429], [-0.193661, 5.786235], [-0.194353, 5.785724], [-0.19511, 5.785273], [-0.195725, 5.784983], [-0.205842, 5.786995]]]}}",470,0.982,1
45.8,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 466, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.162852, 5.648628], [-0.159434, 5.649711], [-0.150669, 5.643166], [-0.167061, 5.640847], [-0.167194, 5.641126], [-0.167491, 5.641952], [-0.167705, 5.642803], [-0.167725, 5.642935], [-0.162852, 5.648628]]]}}",466,0.939,1
330,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 256, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.282814, 5.638152], [-0.281644, 5.638609], [-0.276774, 5.633647], [-0.278829, 5.629783], [-0.284826, 5.633461], [-0.282814, 5.638152]]]}}",256,0.970,1
263,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 104, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.29159, 5.650003], [-0.285952, 5.65082], [-0.285912, 5.650782], [-0.289931, 5.642333], [-0.295258, 5.642957], [-0.29159, 5.650003]]]}}",104,0.965,1
85.5,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 159, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.184754, 5.556606], [-0.185838, 5.551105], [-0.195589, 5.552172], [-0.195624, 5.552883], [-0.195581, 5.553759], [-0.195452, 5.554627], [-0.195237, 5.555478], [-0.19494, 5.556304], [-0.194563, 5.557098], [-0.19411, 5.55785], [-0.193585, 5.558555], [-0.192993, 5.559205], [-0.19234, 5.559794], [-0.191632, 5.560317], [-0.191465, 5.560417], [-0.184754, 5.556606]]]}}",159,0.907,1
104,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 304, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.219658, 5.582014], [-0.210714, 5.589222], [-0.20537, 5.583452], [-0.207079, 5.577986], [-0.207749, 5.577818], [-0.219368, 5.580579], [-0.219658, 5.582014]]]}}",304,0.983,1
315,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 237, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.356438, 5.663073], [-0.356567, 5.662205], [-0.356781, 5.661354], [-0.357078, 5.660528], [-0.357455, 5.659735], [-0.357908, 5.658983], [-0.358433, 5.658278], [-0.359025, 5.657628], [-0.359679, 5.657039], [-0.360387, 5.656516], [-0.361143, 5.656065], [-0.36194, 5.65569], [-0.36277, 5.655395], [-0.363625, 5.655182], [-0.364497, 5.655053], [-0.365378, 5.65501], [-0.366258, 5.655053], [-0.36713, 5.655182], [-0.367985, 5.655395], [-0.368815, 5.65569], [-0.369612, 5.656065], [-0.370368, 5.656516], [-0.371076, 5.657039], [-0.37173, 5.657628], [-0.372322, 5.658278], [-0.372847, 5.658983], [-0.3733, 5.659735], [-0.373677, 5.660528], [-0.373974, 5.661354], [-0.374188, 5.662205], [-0.374317, 5.663073], [-0.374361, 5.663949], [-0.374317, 5.664825], [-0.374188, 5.665693], [-0.373974, 5.666544], [-0.373677, 5.66737], [-0.3733, 5.668163], [-0.372847, 5.668915], [-0.372322, 5.66962], [-0.37173, 5.67027], [-0.371076, 5.670859], [-0.370368, 5.671382], [-0.369612, 5.671833], [-0.368815, 5.672208], [-0.367985, 5.672503], [-0.36713, 5.672717], [-0.366258, 5.672845], [-0.365378, 5.672888], [-0.364497, 5.672845], [-0.363625, 5.672717], [-0.36277, 5.672503], [-0.36194, 5.672208], [-0.361143, 5.671833], [-0.360387, 5.671382], [-0.359679, 5.670859], [-0.359025, 5.67027], [-0.358433, 5.66962], [-0.357908, 5.668915], [-0.357455, 5.668163], [-0.357078, 5.66737], [-0.356781, 5.666544], [-0.356567, 5.665693], [-0.356438, 5.664825], [-0.356394, 5.663949], [-0.356438, 5.663073]]]}}",237,0.976,1
226,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 285, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.094193, 5.594864], [-0.097408, 5.600334], [-0.084915, 5.602447], [-0.084488, 5.601874], [-0.084035, 5.601121], [-0.083658, 5.600328], [-0.083361, 5.599502], [-0.083146, 5.598651], [-0.083017, 5.597783], [-0.082974, 5.596907], [-0.083017, 5.596031], [-0.083146, 5.595163], [-0.083361, 5.594312], [-0.083658, 5.593486], [-0.084035, 5.592693], [-0.084488, 5.59194], [-0.084682, 5.59168], [-0.094193, 5.594864]]]}}",285,0.981,1
0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 284, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.700101, 5.526619], [-0.70023, 5.525751], [-0.700445, 5.524899], [-0.700742, 5.524073], [-0.701119, 5.52328], [-0.701572, 5.522527], [-0.702097, 5.521823], [-0.702689, 5.521172], [-0.703342, 5.520583], [-0.70405, 5.52006], [-0.704806, 5.519609], [-0.705603, 5.519234], [-0.706433, 5.518939], [-0.707288, 5.518725], [-0.70816, 5.518597], [-0.709041, 5.518554], [-0.709922, 5.518597], [-0.710794, 5.518725], [-0.711649, 5.518939], [-0.712479, 5.519234], [-0.713276, 5.519609], [-0.714032, 5.52006], [-0.71474, 5.520583], [-0.715393, 5.521172], [-0.715985, 5.521823], [-0.71651, 5.522527], [-0.716963, 5.52328], [-0.71734, 5.524073], [-0.717637, 5.524899], [-0.717852, 5.525751], [-0.717981, 5.526619], [-0.718024, 5.527495], [-0.717981, 5.528371], [-0.717852, 5.529239], [-0.717637, 5.530091], [-0.71734, 5.530917], [-0.716963, 5.53171], [-0.71651, 5.532463], [-0.715985, 5.533167], [-0.715393, 5.533817], [-0.71474, 5.534407], [-0.714032, 5.534929], [-0.713276, 5.535381], [-0.712479, 5.535756], [-0.711649, 5.536051], [-0.710794, 5.536265], [-0.709922, 5.536393], [-0.709041, 5.536436], [-0.70816, 5.536393], [-0.707288, 5.536265], [-0.706433, 5.536051], [-0.705603, 5.535756], [-0.704806, 5.535381], [-0.70405, 5.534929], [-0.703342, 5.534407], [-0.702689, 5.533817], [-0.702097, 5.533167], [-0.701572, 5.532463], [-0.701119, 5.53171], [-0.700742, 5.530917], [-0.700445, 5.530091], [-0.70023, 5.529239], [-0.700101, 5.528371], [-0.700058, 5.527495], [-0.700101, 5.526619]]]}}",284,0.238,1
100,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 337, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.250689, 5.599856], [-0.24708, 5.597498], [-0.246436, 5.594282], [-0.247194, 5.592583], [-0.255625, 5.596388], [-0.251141, 5.599663], [-0.250689, 5.599856]]]}}",337,0.982,1
20.2,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 349, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.195022, 5.80172], [-0.195337, 5.80509], [-0.195241, 5.805218], [-0.194649, 5.805868], [-0.193996, 5.806457], [-0.193288, 5.80698], [-0.192532, 5.807431], [-0.191735, 5.807806], [-0.190905, 5.808101], [-0.19005, 5.808314], [-0.189178, 5.808443], [-0.188297, 5.808486], [-0.187417, 5.808443], [-0.186545, 5.808314], [-0.18569, 5.808101], [-0.18486, 5.807806], [-0.184063, 5.807431], [-0.183307, 5.80698], [-0.182598, 5.806457], [-0.181945, 5.805868], [-0.181353, 5.805218], [-0.180828, 5.804514], [-0.180375, 5.803762], [-0.179998, 5.802969], [-0.179701, 5.802143], [-0.179487, 5.801292], [-0.179357, 5.800425], [-0.179314, 5.799549], [-0.179357, 5.798673], [-0.179487, 5.797805], [-0.179701, 5.796954], [-0.179998, 5.796129], [-0.180375, 5.795336], [-0.180828, 5.794584], [-0.181353, 5.793879], [-0.181945, 5.793229], [-0.182522, 5.792709], [-0.193964, 5.799791], [-0.195022, 5.80172]]]}}",349,0.983,1
326,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 140, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.099381, 5.980666], [-0.099366, 5.980966], [-0.099237, 5.981833], [-0.099022, 5.982683], [-0.098725, 5.983509], [-0.098348, 5.984302], [-0.098104, 5.984707], [-0.08615, 5.980775], [-0.086132, 5.980342], [-0.091012, 5.975334], [-0.099381, 5.980666]]]}}",140,0.981,1
90.4,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 299, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.195807, 5.551343], [-0.195606, 5.552139], [-0.195594, 5.552173], [-0.185838, 5.551105], [-0.182773, 5.548398], [-0.180419, 5.543484], [-0.180658, 5.543221], [-0.181311, 5.542632], [-0.182019, 5.542109], [-0.182775, 5.541658], [-0.183572, 5.541283], [-0.184402, 5.540987], [-0.185257, 5.540774], [-0.186129, 5.540645], [-0.18701, 5.540602], [-0.187891, 5.540645], [-0.188763, 5.540774], [-0.189618, 5.540987], [-0.190448, 5.541283], [-0.191245, 5.541658], [-0.192001, 5.542109], [-0.192709, 5.542632], [-0.193362, 5.543221], [-0.193954, 5.543871], [-0.194479, 5.544576], [-0.194932, 5.545329], [-0.195309, 5.546122], [-0.19536, 5.546262], [-0.195807, 5.551343]]]}}",299,0.970,1
178,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 329, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.142001, 5.592244], [-0.142265, 5.592981], [-0.14248, 5.593832], [-0.142609, 5.5947], [-0.142652, 5.595576], [-0.142609, 5.596452], [-0.14248, 5.59732], [-0.142265, 5.598171], [-0.141968, 5.598997], [-0.141591, 5.59979], [-0.141138, 5.600543], [-0.140613, 5.601248], [-0.140021, 5.601898], [-0.139368, 5.602487], [-0.13866, 5.60301], [-0.137904, 5.603461], [-0.137107, 5.603836], [-0.136277, 5.604131], [-0.135422, 5.604344], [-0.13455, 5.604473], [-0.133669, 5.604516], [-0.132788, 5.604473], [-0.131916, 5.604344], [-0.131061, 5.604131], [-0.130231, 5.603836], [-0.129434, 5.603461], [-0.128678, 5.60301], [-0.12797, 5.602487], [-0.127317, 5.601898], [-0.126725, 5.601248], [-0.1262, 5.600543], [-0.125747, 5.59979], [-0.12537, 5.598997], [-0.125073, 5.598171], [-0.124858, 5.59732], [-0.124729, 5.596452], [-0.124686, 5.595576], [-0.124729, 5.5947], [-0.124858, 5.593832], [-0.125073, 5.592981], [-0.12537, 5.592155], [-0.125747, 5.591362], [-0.1262, 5.590609], [-0.126725, 5.589904], [-0.127317, 5.589254], [-0.12797, 5.588665], [-0.128678, 5.588142], [-0.129434, 5.587691], [-0.130231, 5.587316], [-0.130852, 5.587095], [-0.142001, 5.592244]]]}}",329,0.981,1
128,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 298, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.282059, 5.596335], [-0.28071, 5.5962], [-0.273513, 5.589589], [-0.276233, 5.582241], [-0.276965, 5.58198], [-0.27782, 5.581767], [-0.278692, 5.581638], [-0.279573, 5.581595], [-0.280453, 5.581638], [-0.281325, 5.581767], [-0.282181, 5.58198], [-0.283011, 5.582276], [-0.283808, 5.582651], [-0.284564, 5.583102], [-0.285272, 5.583624], [-0.285925, 5.584214], [-0.286517, 5.584864], [-0.287042, 5.585568], [-0.287162, 5.585768], [-0.282059, 5.596335]]]}}",298,0.983,1
286,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 444, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.25998, 5.52937], [-0.259605, 5.526143], [-0.264533, 5.524106], [-0.261354, 5.530717], [-0.25998, 5.52937]]]}}",444,0.983,1
